age_plot,age_group,pa_bucket,broad_archetype_tuned,player_seasons,players,survived,exited,survival_rate,exit_rate,next_year_survival_rate,gap_return_rate,reduced_role_rate,avg_xwoba,avg_ev_p90,small_cell
31,31,600+ PA,Contact/discipline-based,84,84,75,9,0.8928571428571429,0.1071428571428571,0.8928571428571429,0,0.011904761904761904,0.3033914220815986,100.07940476190477,FALSE
31,31,600+ PA,Low offensive profile,35,35,22,13,0.6285714285714286,0.37142857142857144,0.6,0.02857142857142857,0.11428571428571428,0.27893457552365036,101.172,FALSE
31,31,600+ PA,Middle-profile,25,25,20,5,0.8,0.19999999999999996,0.8,0,0.08,0.3031072835190196,100.778,FALSE
31,31,600+ PA,Power-based,92,92,74,18,0.8043478260869565,0.19565217391304346,0.8043478260869565,0,0.021739130434782608,0.34610647343088313,104.32695652173913,FALSE
32,32,50-199 PA,Complete,1,1,1,0,1,0,1,0,0,0.28686636363636364,105.7,TRUE
32,32,50-199 PA,Contact/discipline-based,6,6,1,5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0.3333333333333333,0.21294379438065184,97.4,TRUE
32,32,50-199 PA,Low offensive profile,6,6,3,3,0.5,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.20970831363130046,97.61666666666666,TRUE
32,32,50-199 PA,Middle-profile,1,1,0,1,0,1,0,0,1,0.18454545454545454,96.98000000000002,TRUE
32,32,50-199 PA,Power-based,2,2,0,2,0,1,0,0,0,0.26628545556899913,103.935,TRUE
32,32,200-399 PA,Contact/discipline-based,11,11,3,8,0.2727272727272727,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.26685884356092865,97.27363636363636,FALSE
32,32,200-399 PA,Low offensive profile,14,14,4,10,0.2857142857142857,0.7142857142857143,0.2857142857142857,0,0.35714285714285715,0.24686602069883887,99.87214285714286,FALSE
32,32,200-399 PA,Middle-profile,4,4,1,3,0.25,0.75,0.25,0,0,0.2636426919857952,99.6375,TRUE
32,32,200-399 PA,Power-based,4,4,2,2,0.5,0.5,0.5,0,0.25,0.2944888219306211,104.435,TRUE
32,32,400-599 PA,Contact/discipline-based,13,13,10,3,0.7692307692307693,0.23076923076923073,0.7692307692307693,0,0.07692307692307693,0.2779241352689192,99.71692307692308,FALSE
32,32,400-599 PA,Low offensive profile,6,6,2,4,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0.3333333333333333,0.27818048975781234,100.71833333333333,TRUE
32,32,400-599 PA,Middle-profile,6,6,4,2,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0.16666666666666666,0.27012067506017906,100.37166666666667,TRUE
32,32,400-599 PA,Power-based,6,6,2,4,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0.16666666666666666,0.31492154774473785,103.54833333333333,TRUE
32,32,600+ PA,Complete,15,15,13,2,0.8666666666666667,0.1333333333333333,0.8666666666666667,0,0,0.3638205129356107,103.71000000000001,FALSE
32,32,600+ PA,Contact/discipline-based,93,93,74,19,0.7956989247311828,0.20430107526881724,0.7634408602150538,0.03225806451612903,0.07526881720430108,0.3062722930336566,100.09881720430107,FALSE
32,32,600+ PA,Low offensive profile,35,35,25,10,0.7142857142857143,0.2857142857142857,0.6571428571428571,0.05714285714285714,0.11428571428571428,0.2883127838843642,101.38057142857143,FALSE
32,32,600+ PA,Middle-profile,23,23,17,6,0.7391304347826086,0.26086956521739135,0.7391304347826086,0,0.13043478260869565,0.29448691825177814,101.00217391304348,FALSE
32,32,600+ PA,Power-based,66,66,55,11,0.8333333333333334,0.16666666666666663,0.8333333333333334,0,0.015151515151515152,0.34205576154535805,104.54484848484849,FALSE
33,33,50-199 PA,Contact/discipline-based,7,7,2,5,0.2857142857142857,0.7142857142857143,0.2857142857142857,0,0.2857142857142857,0.2685012049603175,98.08,TRUE
33,33,50-199 PA,Low offensive profile,6,6,2,4,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0.16666666666666666,0.265171338363635,99.70333333333333,TRUE
33,33,50-199 PA,Power-based,2,2,2,0,1,0,1,0,0,0.32834070067567567,103.71000000000001,TRUE
33,33,200-399 PA,Contact/discipline-based,7,7,4,3,0.5714285714285714,0.4285714285714286,0.5714285714285714,0,0,0.2575477556454825,97.63285714285715,TRUE
33,33,200-399 PA,Low offensive profile,11,11,4,7,0.36363636363636365,0.6363636363636364,0.36363636363636365,0,0.18181818181818182,0.23510848567622036,99.78545454545456,FALSE
33,33,200-399 PA,Middle-profile,1,1,0,1,0,1,0,0,1,0.26805967956656346,101.75,TRUE
33,33,200-399 PA,Power-based,2,2,1,1,0.5,0.5,0.5,0,0,0.3575895382376957,101.64500000000001,TRUE
33,33,400-599 PA,Contact/discipline-based,8,8,3,5,0.375,0.625,0.375,0,0.25,0.27627376525342157,99.72875,TRUE
33,33,400-599 PA,Low offensive profile,7,7,5,2,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,0.2586238052556109,100.28,TRUE
33,33,400-599 PA,Middle-profile,3,3,2,1,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0.3333333333333333,0.2813185587655657,100.80666666666667,TRUE
33,33,400-599 PA,Power-based,6,6,4,2,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0.16666666666666666,0.34704776774752566,103.64666666666668,TRUE
33,33,600+ PA,Complete,7,7,7,0,1,0,1,0,0,0.3668160710511339,103.63428571428572,TRUE
33,33,600+ PA,Contact/discipline-based,73,73,53,20,0.726027397260274,0.273972602739726,0.6986301369863014,0.0273972602739726,0.0684931506849315,0.30499707918067526,100.3317808219178,FALSE
33,33,600+ PA,Low offensive profile,25,25,17,8,0.68,0.31999999999999995,0.64,0.04,0.04,0.2904997836748644,101.8796,FALSE
33,33,600+ PA,Middle-profile,24,24,19,5,0.7916666666666666,0.20833333333333337,0.7916666666666666,0,0.041666666666666664,0.29707820369794147,100.72333333333333,FALSE
33,33,600+ PA,Power-based,53,53,46,7,0.8679245283018868,0.13207547169811318,0.8113207547169812,0.05660377358490566,0.03773584905660377,0.3492362660573894,104.13716981132076,FALSE
34,34,50-199 PA,Contact/discipline-based,1,1,0,1,0,1,0,0,0,0.29176161111111115,93.41000000000001,TRUE
34,34,50-199 PA,Low offensive profile,8,8,1,7,0.125,0.875,0.125,0,0.125,0.18249814592950625,97.38,TRUE
34,34,50-199 PA,Power-based,2,2,1,1,0.5,0.5,0.5,0,0,0.32142296774193546,101.71000000000001,TRUE
34,34,200-399 PA,Contact/discipline-based,9,9,1,8,0.1111111111111111,0.8888888888888888,0.1111111111111111,0,0.1111111111111111,0.25742468177854194,99.3,TRUE
34,34,200-399 PA,Low offensive profile,7,7,0,7,0,1,0,0,0,0.22685590787171273,98.59142857142857,TRUE
34,34,200-399 PA,Middle-profile,3,3,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,0.28408666267942584,96.7,TRUE
34,34,200-399 PA,Power-based,6,6,1,5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0,0.32738241791169115,102.61333333333333,TRUE
34,34,400-599 PA,Contact/discipline-based,8,8,4,4,0.5,0.5,0.5,0,0,0.2753074974182613,97.98125,TRUE
34,34,400-599 PA,Low offensive profile,9,9,2,7,0.2222222222222222,0.7777777777777778,0.2222222222222222,0,0.1111111111111111,0.262215326913936,99.5,TRUE
34,34,400-599 PA,Power-based,6,6,1,5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0.16666666666666666,0.29984810796359507,103.985,TRUE
34,34,600+ PA,Complete,10,10,7,3,0.7,0.30000000000000004,0.7,0,0,0.3600776228422541,103.857,FALSE
34,34,600+ PA,Contact/discipline-based,56,56,39,17,0.6964285714285714,0.3035714285714286,0.6785714285714286,0.017857142857142856,0.05357142857142857,0.31415799133727046,100.34321428571428,FALSE
34,34,600+ PA,Low offensive profile,13,13,8,5,0.6153846153846154,0.3846153846153846,0.6153846153846154,0,0.07692307692307693,0.285161312611746,101.02461538461539,FALSE
34,34,600+ PA,Middle-profile,15,15,9,6,0.6,0.4,0.6,0,0.13333333333333333,0.29741936064714797,100.24866666666667,FALSE
34,34,600+ PA,Power-based,41,41,34,7,0.8292682926829268,0.1707317073170732,0.8292682926829268,0,0.024390243902439025,0.3455648296346079,103.72658536585367,FALSE
35,35,50-199 PA,Contact/discipline-based,2,2,0,2,0,1,0,0,0,0.22600473772512863,93.31,TRUE
35,35,50-199 PA,Low offensive profile,2,2,0,2,0,1,0,0,0,0.27767725,103.87,TRUE
35,35,50-199 PA,Middle-profile,1,1,0,1,0,1,0,0,0,0.22225,98.02000000000001,TRUE
35,35,50-199 PA,Power-based,1,1,0,1,0,1,0,0,0,0.32932218181818185,97.81,TRUE
35,35,200-399 PA,Contact/discipline-based,5,5,0,5,0,1,0,0,0,0.27903608345322034,99.474,TRUE
35,35,200-399 PA,Low offensive profile,5,5,2,3,0.4,0.6,0.4,0,0,0.25980333460111127,99.862,TRUE
35,35,200-399 PA,Middle-profile,3,3,0,3,0,1,0,0,0,0.23394612584938473,98.2,TRUE
35,35,200-399 PA,Power-based,1,1,0,1,0,1,0,0,0,0.3545394,99.22,TRUE
35,35,400-599 PA,Contact/discipline-based,3,3,0,3,0,1,0,0,0.3333333333333333,0.2673418193957984,98.29,TRUE
35,35,400-599 PA,Low offensive profile,3,3,2,1,0.6666666666666666,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.24663085382382383,100.10666666666667,TRUE
35,35,400-599 PA,Middle-profile,1,1,0,1,0,1,0,0,0,0.27158480392156864,102.35,TRUE
35,35,400-599 PA,Power-based,6,6,4,2,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0,0.33560074148968855,104.40666666666667,TRUE
35,35,600+ PA,Complete,7,7,6,1,0.8571428571428571,0.1428571428571429,0.8571428571428571,0,0,0.3529187524266726,104.99857142857144,TRUE
35,35,600+ PA,Contact/discipline-based,42,42,27,15,0.6428571428571429,0.3571428571428571,0.6428571428571429,0,0,0.30746484386805717,99.78023809523809,FALSE
35,35,600+ PA,Low offensive profile,13,13,9,4,0.6923076923076923,0.3076923076923077,0.6923076923076923,0,0.15384615384615385,0.2892022348855871,101.05,FALSE
35,35,600+ PA,Middle-profile,8,8,3,5,0.375,0.625,0.375,0,0.125,0.28092998121462137,100.27,TRUE
35,35,600+ PA,Power-based,26,26,22,4,0.8461538461538461,0.15384615384615385,0.8076923076923077,0.038461538461538464,0,0.3456991416139433,104.22,FALSE
36,36,50-199 PA,Contact/discipline-based,2,2,0,2,0,1,0,0,0,0.20762773544973545,91.63,TRUE
36,36,200-399 PA,Contact/discipline-based,7,7,2,5,0.2857142857142857,0.7142857142857143,0.2857142857142857,0,0,0.23207948081984656,96.54428571428572,TRUE
36,36,200-399 PA,Low offensive profile,2,2,1,1,0.5,0.5,0.5,0,0.5,0.2773167606100796,99.92,TRUE
36,36,200-399 PA,Middle-profile,2,2,1,1,0.5,0.5,0.5,0,0,0.2523098952111918,97.675,TRUE
36,36,200-399 PA,Power-based,1,1,0,1,0,1,0,0,0,0.29700666666666664,106.04,TRUE
36,36,400-599 PA,Contact/discipline-based,4,4,2,2,0.5,0.5,0.5,0,0,0.24695192747388905,97.6375,TRUE
36,36,400-599 PA,Low offensive profile,2,2,1,1,0.5,0.5,0,0.5,0.5,0.22463874689908186,103.14500000000001,TRUE
36,36,400-599 PA,Middle-profile,1,1,1,0,1,0,1,0,0,0.24806763333333334,98.05,TRUE
36,36,400-599 PA,Power-based,1,1,0,1,0,1,0,0,0,0.25283359782608694,104.82000000000001,TRUE
36,36,600+ PA,Complete,8,8,7,1,0.875,0.125,0.875,0,0,0.3705668703195014,104.35625,TRUE
36,36,600+ PA,Contact/discipline-based,21,21,12,9,0.5714285714285714,0.4285714285714286,0.5714285714285714,0,0,0.3128410140003451,100.70095238095239,FALSE
36,36,600+ PA,Low offensive profile,11,11,4,7,0.36363636363636365,0.6363636363636364,0.36363636363636365,0,0.09090909090909091,0.285799770569955,100.01636363636364,FALSE
36,36,600+ PA,Middle-profile,3,3,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,0.2854844935668159,102.69333333333334,TRUE
36,36,600+ PA,Power-based,21,21,14,7,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0.09523809523809523,0.34360184005593514,104.37190476190476,FALSE
37,37,50-199 PA,Low offensive profile,2,2,1,1,0.5,0.5,0.5,0,0,0.19419046033653847,93.47,TRUE
37,37,200-399 PA,Contact/discipline-based,1,1,0,1,0,1,0,0,0,0.31732269234197175,101.47000000000001,TRUE
37,37,200-399 PA,Low offensive profile,3,3,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,0.2707153285880229,101.01666666666667,TRUE
37,37,200-399 PA,Middle-profile,1,1,0,1,0,1,0,0,0,0.2427021195652174,96.22000000000001,TRUE
37,37,400-599 PA,Contact/discipline-based,3,3,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,0.29463563097802525,99.8,TRUE
37,37,400-599 PA,Low offensive profile,1,1,1,0,1,0,1,0,0,0.2936549531060685,100.56,TRUE
37,37,400-599 PA,Power-based,1,1,0,1,0,1,0,0,0,0.3288154838709677,102.82,TRUE
37,37,600+ PA,Complete,3,3,3,0,1,0,1,0,0,0.34441689459560226,103.39333333333333,TRUE
37,37,600+ PA,Contact/discipline-based,17,17,10,7,0.5882352941176471,0.4117647058823529,0.5882352941176471,0,0,0.3125030848905341,100.6,FALSE
37,37,600+ PA,Low offensive profile,1,1,0,1,0,1,0,0,0,0.25996619761155487,100.27,TRUE
37,37,600+ PA,Middle-profile,3,3,3,0,1,0,1,0,0,0.31108433800848495,100.87333333333333,TRUE
37,37,600+ PA,Power-based,15,15,10,5,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0,0.3351263785402411,103.95333333333333,FALSE
38,38,50-199 PA,Low offensive profile,2,2,0,2,0,1,0,0,0,0.1142839861751152,92.53,TRUE
38,38,200-399 PA,Low offensive profile,3,3,0,3,0,1,0,0,0,0.28079120423353765,100.97333333333334,TRUE
38,38,400-599 PA,Complete,1,1,1,0,1,0,0,1,0,0.3631345460122699,104.10999999999999,TRUE
38,38,400-599 PA,Power-based,1,1,0,1,0,1,0,0,0,0.3322140265486726,100.65,TRUE
38,38,600+ PA,Complete,3,3,3,0,1,0,1,0,0,0.3466106964367315,103.78666666666666,TRUE
38,38,600+ PA,Contact/discipline-based,9,9,5,4,0.5555555555555556,0.4444444444444444,0.5555555555555556,0,0,0.3056344998805316,100.46777777777777,TRUE
38,38,600+ PA,Low offensive profile,5,5,4,1,0.8,0.19999999999999996,0.8,0,0,0.2756827551977842,100.222,TRUE
38,38,600+ PA,Middle-profile,4,4,0,4,0,1,0,0,0.25,0.27734562355269676,98.6875,TRUE
38,38,600+ PA,Power-based,8,8,4,4,0.5,0.5,0.5,0,0,0.3366363419341539,104.70125,TRUE
39,39,50-199 PA,Low offensive profile,1,1,0,1,0,1,0,0,0,0.33022605263157895,100.6,TRUE
39,39,200-399 PA,Low offensive profile,1,1,1,0,1,0,1,0,0,0.17730055102040818,100.78,TRUE
39,39,400-599 PA,Contact/discipline-based,1,1,0,1,0,1,0,0,0,0.26563276757369614,98.03999999999999,TRUE
39,39,400-599 PA,Low offensive profile,1,1,0,1,0,1,0,0,0,0.3166317117117117,99.25999999999999,TRUE
39,39,600+ PA,Contact/discipline-based,8,8,5,3,0.625,0.375,0.625,0,0,0.31448786081277835,100.77875,TRUE
39,39,600+ PA,Middle-profile,1,1,1,0,1,0,1,0,0,0.27129524960429335,101.18,TRUE
39,39,600+ PA,Power-based,4,4,3,1,0.75,0.25,0.75,0,0,0.34554850487709937,104.085,TRUE
40,40+,50-199 PA,Contact/discipline-based,1,1,0,1,0,1,0,0,1,0.2272045238095238,91,TRUE
40,40+,50-199 PA,Low offensive profile,1,1,0,1,0,1,0,0,0,0.30815091666666666,100.65,TRUE
40,40+,200-399 PA,Contact/discipline-based,1,1,0,1,0,1,0,0,0,0.21173426140573945,102.8,TRUE
40,40+,400-599 PA,Low offensive profile,1,1,0,1,0,1,0,0,0,0.25982721705860856,106.61000000000001,TRUE
40,40+,600+ PA,Complete,3,2,1,2,0.3333333333333333,0.6666666666666667,0.3333333333333333,0,0,0.37988307299610313,105.38,TRUE
40,40+,600+ PA,Contact/discipline-based,9,7,4,5,0.4444444444444444,0.5555555555555556,0.4444444444444444,0,0,0.28061272076606225,98.45222222222222,TRUE
40,40+,600+ PA,Low offensive profile,2,2,0,2,0,1,0,0,0,0.291488469440554,103.515,TRUE
40,40+,600+ PA,Middle-profile,2,2,0,2,0,1,0,0,0,0.29117644075620647,101.06,TRUE
40,40+,600+ PA,Power-based,5,3,5,0,1,0,1,0,0,0.37367388409111923,106.038,TRUE
