batter,season,player_name,pitches_seen,plate_appearances,batted_balls,pitches_in_zone,pitches_out_zone,swing_rate,contact_rate,whiff_rate,take_rate,zone_swing_rate,chase_rate,zone_contact_rate,out_zone_contact_rate,zone_whiff_rate,out_zone_whiff_rate,zone_take_rate,out_zone_take_rate,called_strike_rate,called_strike_in_zone_rate,ball_out_zone_rate,chase_minus_zone_swing,contact_gap,ev_mean,ev_sd,ev_min,ev_p10,ev_p25,ev_median,ev_p75,ev_p90,ev_p95,ev_max,ev_iqr,weak_contact_rate,medium_contact_rate,hard_hit_rate,elite_ev_rate,top_end_ev_rate,la_mean,la_sd,la_min,la_p10,la_p25,la_median,la_p75,la_p90,la_max,la_iqr,ground_ball_rate,line_drive_rate,fly_ball_rate,popup_rate,sweet_spot_rate,hard_sweet_spot_rate,distance_mean,distance_sd,distance_p75,distance_p90,distance_max,xba,xwoba,woba,run_value,run_value_per_pa,barrel_rate,solid_contact_rate,flare_burner_rate,poorly_hit_rate,bat_speed_mean,bat_speed_sd,bat_speed_p75,bat_speed_p90,swing_length_mean,swing_length_sd,swing_length_p75,swing_length_p90,full_name,birth_date,height,weight,current_age,bat_side,throw_hand,primary_position,height_inches,age,oaa,sprint_speed,next_observed_season,survived_next_year
456781,2024,"Solano, Donovan",1225,1225,420,629,595,0.47346938775510206,0.7879310344827586,0.2120689655172414,0.5257142857142857,0.6375198728139905,0.30084033613445377,0.8827930174563591,0.5754189944134078,0.1172069825436409,0.4245810055865922,0.3624801271860095,0.6991596638655462,0.2016326530612245,0.3370429252782194,0.6352941176470588,-0.3366795366795367,0.30737402304295125,82.2302380952381,13.377813176476298,19.9,66.8,73.875,80.7,93.72500000000001,99.41000000000001,101.91,107.6,19.85000000000001,0.28095238095238095,0.4976190476190476,0.22142857142857142,0.09047619047619047,0.014285714285714285,19.457142857142856,28.893278593873184,-81,-20.099999999999994,0.75,21,41,54.10000000000002,83,40.25,0.3380952380952381,0.20476190476190476,0.3119047619047619,0.14523809523809525,0.3119047619047619,0.09761904761904762,164.27380952380952,113.21580035863673,245.25,315,404,0.3254218009478673,0.3005698315468114,0.31910299003322257,0.9389999999999976,7.66530612244896e-4,0.0330188679245283,0.07547169811320754,0.32075471698113206,0.09877551020408164,65.21183970856102,7.24401754708221,69,70.82,6.9105646630236794,0.7530457922632403,7.4,7.8,Donovan Solano,1987-12-17,"5' 8""",210,38,R,R,1B,68,37,NA,25.5,2025,1
456781,2025,"Solano, Donovan",611,611,209,302,309,0.5008183306055647,0.7450980392156863,0.2549019607843137,0.49918166939443537,0.6291390728476821,0.37540453074433655,0.8526315789473684,0.5689655172413793,0.14736842105263157,0.43103448275862066,0.3708609271523179,0.6245954692556634,0.18494271685761046,0.3344370860927152,0.5792880258899676,-0.25373454210334556,0.28366606170598907,83.96411483253588,12.984362055440002,42.7,68.14,74.9,84.5,94.5,100.9,103.22,107.1,19.599999999999994,0.2535885167464115,0.507177033492823,0.23923444976076555,0.11961722488038277,0.023923444976076555,18.688995215311003,28.15280972869615,-72,-15.2,1,18,40,56.400000000000034,84,39,0.37320574162679426,0.23444976076555024,0.23923444976076555,0.15311004784688995,0.3492822966507177,0.1339712918660287,160.15458937198068,110.86979709752816,248,291.6,390,0.31683333333333336,0.26110576430422644,0.281875,-6.762,-0.0110671031096563,0.044642857142857144,0.0625,0.30357142857142855,0.10801963993453355,64.40082987551867,6.818760833790625,68.2,70.6,6.846887966804979,0.8133269278481637,7.4,7.9,Donovan Solano,1987-12-17,"5' 8""",210,38,R,R,1B,68,38,NA,25,NA,NA
457449,2015,"Romak, Jamie",149,149,7,36,39,0.5167785234899329,0.5974025974025974,0.4025974025974026,0.48322147651006714,0.7222222222222222,0.28205128205128205,0.6538461538461539,0.45454545454545453,0.34615384615384615,0.5454545454545454,0.2777777777777778,0.717948717948718,0.1476510067114094,0.25,0.717948717948718,-0.44017094017094016,0.19930069930069932,84.6,18.25458846427385,68.2,68.74,71.4,74.6,97.2,109.08,110.64,112.2,25.799999999999997,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,28,26.261505415087434,-7,1.4000000000000017,8,34,42,53.400000000000006,69,34,0.42857142857142855,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,178,89.24124606929242,240.5,258.2,275,0.3485714285714286,0.22063164285714285,0.375,1.310999999999999,0.008798657718120799,0,0.14285714285714285,0.2857142857142857,0.026845637583892617,NA,NA,NA,NA,NA,NA,NA,NA,Jamie Romak,1985-09-30,"6' 2""",220,40,R,R,RF,74,30,NA,NA,2017,0
457449,2017,"Romak, Jamie",62,62,1,1,1,0.5967741935483871,0.4594594594594595,0.5405405405405406,0.4032258064516129,1,1,1,0,0,1,0,0,0.0967741935483871,0,0,0,1,79.1,NA,79.1,79.1,79.1,79.1,79.1,79.1,79.1,79.1,0,0,1,0,0,0,17,NA,17,17,17,17,17,17,17,0,0,1,0,0,1,0,206,NA,206,206,206,NA,NA,0.575,3.334,0.0537741935483871,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,Jamie Romak,1985-09-30,"6' 2""",220,40,R,R,RF,74,32,NA,NA,NA,NA
457454,2015,"Saltalamacchia, Jarrod",895,895,123,383,410,0.4670391061452514,0.6602870813397129,0.3397129186602871,0.5318435754189944,0.6684073107049608,0.25609756097560976,0.8046875,0.4095238095238095,0.1953125,0.5904761904761905,0.33159268929503916,0.7439024390243902,0.1553072625698324,0.27154046997389036,0.6853658536585366,-0.4123097497293511,0.3951636904761905,89.83170731707317,12.317782141978366,42.7,75.34,82.4,90.7,99.5,104.08,105.73999999999998,111.3,17.099999999999994,0.08943089430894309,0.5040650406504065,0.4065040650406504,0.23577235772357724,0.07317073170731707,19.11382113821138,25.920813604170924,-66,-18.199999999999996,3,21,37.5,52.599999999999994,69,34.5,0.3170731707317073,0.25203252032520324,0.3089430894308943,0.12195121951219512,0.37398373983739835,0.22764227642276422,220.23214285714286,136.92017679430893,339.25,382.4000000000001,444,0.36118518518518516,0.34339206770833336,0.32151639344262284,-0.29699999999999854,-3.318435754189928e-4,0.14678899082568808,0.09174311926605505,0.1834862385321101,0.07039106145251396,NA,NA,NA,NA,NA,NA,NA,NA,Jarrod Saltalamacchia,1985-05-02,"6' 4""",235,41,S,R,C,76,30,NA,26.3,2016,1
457454,2016,"Saltalamacchia, Jarrod",1135,1135,217,501,554,0.45198237885462555,0.6393762183235867,0.36062378167641324,0.5444933920704845,0.6447105788423154,0.2490974729241877,0.7461300309597523,0.45652173913043476,0.25386996904024767,0.5434782608695652,0.35528942115768464,0.7436823104693141,0.173568281938326,0.29141716566866266,0.66967509025270755,-0.3956131059181277,0.2896082918293175,83.77972350230415,13.206211849151769,39.1,66.94,75,83.8,94.6,100.74,103.1,109.7,19.599999999999994,0.2488479262672811,0.5253456221198156,0.22580645161290322,0.12903225806451613,0.027649769585253458,26.161290322580644,28.08678307518583,-67,-12.399999999999999,7,30,45,60.400000000000006,85,38,0.29493087557603687,0.11981566820276497,0.37327188940092165,0.2119815668202765,0.2857142857142857,0.1152073732718894,189.88516746411483,119.59473321024835,275,353.2,439,0.28260483870967745,0.2852708461538462,0.29735099337748344,-3.153000000000003,-0.002777973568281941,0.12403100775193798,0.06201550387596899,0.17054263565891473,0.07312775330396476,NA,NA,NA,NA,NA,NA,NA,NA,Jarrod Saltalamacchia,1985-05-02,"6' 4""",235,41,S,R,C,76,31,NA,25.6,2017,1
457454,2017,"Saltalamacchia, Jarrod",171,171,16,52,61,0.5029239766081871,0.5813953488372093,0.4186046511627907,0.49707602339181284,0.5384615384615384,0.3442622950819672,0.75,0.38095238095238093,0.25,0.6190476190476191,0.46153846153846156,0.6557377049180327,0.19883040935672514,0.4230769230769231,0.5901639344262295,-0.19419924337957123,0.36904761904761907,83.6125,10.860624598367567,68.4,72.35,74.375,84.1,90.95,96.15,99.175,105.7,16.575000000000003,0.3125,0.5,0.1875,0.0625,0.0625,37.25,28.62516375499012,-21,8.5,14,35.5,63,67,82,49,0.1875,0.1875,0.25,0.375,0.4375,0.0625,194.33333333333334,76.01378321130476,208.5,311.59999999999997,352,0.2505,0.10647975999999999,0.20925925925925928,-4.607,-0.02694152046783626,0,0,0.25,0.03508771929824561,NA,NA,NA,NA,NA,NA,NA,NA,Jarrod Saltalamacchia,1985-05-02,"6' 4""",235,41,S,R,C,76,32,NA,NA,NA,NA
457477,2015,"De Aza, Alejandro",1328,1328,243,557,692,0.48343373493975905,0.7834890965732088,0.21651090342679127,0.5007530120481928,0.6858168761220825,0.29335260115606937,0.9031413612565445,0.5763546798029556,0.0968586387434555,0.4236453201970443,0.2998204667863555,0.6878612716763006,0.15813253012048192,0.2495511669658887,0.5852601156069365,-0.39246427496601316,0.3267866814535889,85.30493827160494,13.2187904814962,37.5,66.5,78.35,86.8,94.5,100.6,102.67999999999999,105.7,16.150000000000006,0.18518518518518517,0.5679012345679012,0.24691358024691357,0.11934156378600823,0.00823045267489712,15.962962962962964,23.216788833655627,-73,-16.799999999999997,1.5,18,32,45,69,30.5,0.35802469135802467,0.2716049382716049,0.3004115226337449,0.06995884773662552,0.4403292181069959,0.16872427983539096,195.42608695652174,123.07483865675151,296,343.20000000000005,409,0.33118367346938776,0.31020349494949495,0.37382920110192847,15.510000000000025,0.011679216867469899,0.03553299492385787,0.07614213197969544,0.2436548223350254,0.09563253012048192,NA,NA,NA,NA,NA,NA,NA,NA,Alejandro De Aza,1984-04-11,"6' 0""",195,42,L,L,CF,72,31,NA,27.7,2016,1
457477,2016,"De Aza, Alejandro",1094,1094,234,469,527,0.4460694698354662,0.7561475409836066,0.24385245901639344,0.546617915904936,0.6226012793176973,0.2523719165085389,0.8938356164383562,0.48120300751879697,0.10616438356164383,0.518796992481203,0.36673773987206826,0.7419354838709677,0.1745886654478976,0.2921108742004264,0.635673624288425,-0.37022936280915836,0.4126326089195592,82.7431623931624,13.473686652747785,38.8,65.11,73.32499999999999,84.9,92.77499999999999,98.8,100.94,105.6,19.450000000000003,0.31196581196581197,0.49572649572649574,0.19230769230769232,0.0811965811965812,0.008547008547008548,17.55982905982906,24.807902519932338,-76,-15.099999999999998,3,19.5,35,47,69,32,0.3418803418803419,0.23076923076923078,0.3504273504273504,0.07692307692307693,0.41025641025641024,0.10683760683760683,178.9375,116.45840930845101,273,340,413,0.32906802721088435,0.3029535208333333,0.3105351170568562,-5.336000000000006,-0.004877513711151742,0.033783783783783786,0.04054054054054054,0.33783783783783783,0.07952468007312614,NA,NA,NA,NA,NA,NA,NA,NA,Alejandro De Aza,1984-04-11,"6' 0""",195,42,L,L,CF,72,32,NA,27.6,2017,1
457477,2017,"De Aza, Alejandro",339,339,69,141,112,0.45427728613569324,0.7467532467532467,0.2532467532467532,0.5250737463126843,0.6312056737588653,0.24107142857142858,0.8764044943820225,0.3333333333333333,0.12359550561797752,0.6666666666666666,0.3546099290780142,0.75,0.17404129793510326,0.2624113475177305,0.6964285714285714,-0.39013424518743667,0.5430711610486891,80.05652173913043,16.116117966558214,24.2,55.92,72.6,81.8,91.2,98.34,100.08,104.9,18.60000000000001,0.3188405797101449,0.4782608695652174,0.2028985507246377,0.057971014492753624,0,15.492753623188406,21.350453355433075,-35,-16,4,19,31,40.2,69,27,0.36231884057971014,0.2898550724637681,0.3188405797101449,0.028985507246376812,0.4492753623188406,0.15942028985507245,172.63636363636363,113.29833135625559,272.75,317.5,362,0.3058181818181818,0.25071409523809524,0.29494949494949496,-3.6479999999999952,-0.01076106194690264,0,0.10869565217391304,0.2391304347826087,0.08849557522123894,NA,NA,NA,NA,NA,NA,NA,NA,Alejandro De Aza,1984-04-11,"6' 0""",195,42,L,L,CF,72,33,NA,27.6,NA,NA
457574,2015,"Pacheco, Jordan",378,378,53,141,148,0.36507936507936506,0.8840579710144928,0.11594202898550725,0.6322751322751323,0.45390070921985815,0.27702702702702703,0.9375,0.7804878048780488,0.0625,0.21951219512195122,0.5390070921985816,0.722972972972973,0.21693121693121692,0.45390070921985815,0.6891891891891891,-0.17687368219283112,0.1570121951219512,82.72452830188679,12.098393180984145,43.6,68.14,75.6,83.5,92.4,96.48,97.74000000000001,98.1,16.80000000000001,0.24528301886792453,0.5660377358490566,0.18867924528301888,0,0,14.547169811320755,19.267914778535772,-33,-11.399999999999999,2,13,30,36.60000000000001,57,28,0.41509433962264153,0.22641509433962265,0.32075471698113206,0.03773584905660377,0.4528301886792453,0.09433962264150944,186.625,114.92229104365873,283.5,340.3,389,0.34176190476190477,0.32599571212121214,0.35,1.9229999999999938,0.005087301587301571,0,0.06382978723404255,0.3829787234042553,0.06878306878306878,NA,NA,NA,NA,NA,NA,NA,NA,Jordan Pacheco,1986-01-30,"6' 1""",200,40,R,R,1B,73,29,NA,25.7,2016,1
457574,2016,"Pacheco, Jordan",317,317,55,116,107,0.5425867507886435,0.7383720930232558,0.2616279069767442,0.45425867507886436,0.6896551724137931,0.32710280373831774,0.8125,0.7428571428571429,0.1875,0.2571428571428571,0.3103448275862069,0.6635514018691588,0.13249211356466878,0.25862068965517243,0.6074766355140186,-0.3625523686754754,0.06964285714285712,76.75272727272727,13.127026891754088,47.5,61.96,67.35,74.8,86.55,94.88000000000001,99.53,102.1,19.200000000000003,0.509090909090909,0.38181818181818183,0.10909090909090909,0.05454545454545454,0,16.98181818181818,30.721262337279693,-70,-23.6,-2.5,17,35,50,86,37.5,0.38181818181818183,0.12727272727272726,0.36363636363636365,0.12727272727272726,0.3090909090909091,0.09090909090909091,157.7037037037037,114.38673719623756,242.75,308.9000000000001,362,0.2655882352941176,0.1990212765957447,0.31346153846153835,-1.5140000000000013,-0.004776025236593064,0,0.05555555555555555,0.25,0.07886435331230283,NA,NA,NA,NA,NA,NA,NA,NA,Jordan Pacheco,1986-01-30,"6' 1""",200,40,R,R,1B,73,30,NA,26.2,NA,NA
457705,2015,"McCutchen, Andrew",2411,2411,451,1104,1253,0.439651596847781,0.7613207547169811,0.23867924528301887,0.547905433430112,0.6730072463768116,0.2202713487629689,0.819650067294751,0.6231884057971014,0.180349932705249,0.37681159420289856,0.3269927536231884,0.7581803671189146,0.1443384487764413,0.26268115942028986,0.7055067837190743,-0.45273589761384275,0.19646166149764954,89.4458980044346,13.21066235292187,37.1,72.8,81.15,92.5,99.8,103.9,105.9,111.4,18.64999999999999,0.13968957871396895,0.44789356984478934,0.4124168514412417,0.24168514412416853,0.07095343680709534,14.215077605321508,25.07890381585836,-49,-21,-1.5,16,31,46,69,32.5,0.3924611973392461,0.2727272727272727,0.25055432372505543,0.08425720620842572,0.3968957871396896,0.23725055432372505,194.2767441860465,139.12689841831755,318.75,368.4000000000001,447,0.37303243243243245,0.39990694938917976,0.3921393841166937,31.992999999999903,0.013269597677312278,0.09473684210526316,0.1,0.2578947368421053,0.08627125673994193,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,29,NA,28.5,2016,1
457705,2016,"McCutchen, Andrew",2542,2542,626,1206,1230,0.47285601888276946,0.7537437603993344,0.24625623960066556,0.5169158143194336,0.6965174129353234,0.23658536585365852,0.8345238095238096,0.584192439862543,0.16547619047619047,0.41580756013745707,0.3034825870646766,0.7422764227642277,0.14476789929189615,0.24875621890547264,0.6853658536585366,-0.4599320470816649,0.25033136966126657,85.40015974440895,14.200794906428321,40.1,65.6,75,86.35,97.87500000000001,103,105.1,109.2,22.875000000000014,0.24920127795527156,0.43130990415335463,0.3194888178913738,0.19169329073482427,0.05591054313099041,19.471246006389777,28.701497728951082,-59,-21,0,21,40,57,87,40,0.36261980830670926,0.1869009584664537,0.3019169329073482,0.1485623003194888,0.3194888178913738,0.15335463258785942,182.2457337883959,127.2372614773835,292.75,356,430,0.33684061696658096,0.3401432998266898,0.35175304878048785,15.011000000000022,0.005905192761605044,0.09693877551020408,0.07653061224489796,0.23979591836734693,0.0904799370574351,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,30,-14,29.1,2017,1
457705,2017,"McCutchen, Andrew",2379,2379,635,1167,1140,0.44976881042454814,0.802803738317757,0.197196261682243,0.5439260193358554,0.6863753213367609,0.19912280701754387,0.8451935081148564,0.6607929515418502,0.15480649188514356,0.3392070484581498,0.31276778063410454,0.7991228070175439,0.15426649852879362,0.2467866323907455,0.7289473684210527,-0.48725251431921707,0.18440055657300614,83.96992125984252,15.803928528497387,25.2,62.7,74.45,84.7,96.8,102.8,105.2,109.5,22.349999999999994,0.27716535433070866,0.4283464566929134,0.29448818897637796,0.16220472440944883,0.05669291338582677,16.988976377952756,28.220429174050135,-77,-21,-0.5,17,37,53,85,37.5,0.3795275590551181,0.215748031496063,0.2740157480314961,0.13070866141732285,0.35748031496062993,0.15590551181102363,173.57956448911222,122.11945048073243,269,339.79999999999995,428,0.35625,0.36524143006993004,0.3799668874172186,25.859999999999822,0.010870113493064238,0.07960199004975124,0.05970149253731343,0.27860696517412936,0.09836065573770492,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,31,-3,28.8,2018,1
457705,2018,"McCutchen, Andrew",2648,2648,627,1320,1265,0.39803625377643503,0.786527514231499,0.21347248576850095,0.600453172205438,0.6128787878787879,0.16126482213438736,0.830655129789864,0.6323529411764706,0.16934487021013597,0.36764705882352944,0.38712121212121214,0.8387351778656127,0.1903323262839879,0.3242424242424242,0.7739130434782608,-0.45161396574440055,0.19830218861339344,85.17240829346092,13.29762480073104,38.8,68.26,75.55,85,96.1,102.5,104.07,110.9,20.549999999999997,0.23763955342902712,0.48484848484848486,0.27751196172248804,0.16427432216905902,0.03827751196172249,15.78468899521531,27.25556287605635,-57,-21,-6,16,36,50,86,42,0.405103668261563,0.21052631578947367,0.2822966507177033,0.10207336523125997,0.3524720893141946,0.14832535885167464,163.49832775919734,125.76473941030123,260,340.30000000000007,431,0.34039890710382514,0.3619411375212224,0.3589481946624804,14.343000000000014,0.0054165407854984944,0.09473684210526316,0.06578947368421052,0.25,0.08459214501510574,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,32,-10,28.7,2019,1
457705,2019,"McCutchen, Andrew",1127,1127,233,531,533,0.3797692990239574,0.7476635514018691,0.2523364485981308,0.6202307009760426,0.559322033898305,0.150093808630394,0.8552188552188552,0.4875,0.1447811447811448,0.5125,0.4406779661016949,0.849906191369606,0.21561668145519078,0.384180790960452,0.7804878048780488,-0.40922822526791103,0.3677188552188552,85.89828326180258,13.481567766914186,20.9,70.6,76.3,85.3,96.2,102.78,106,110.3,19.900000000000006,0.21888412017167383,0.48497854077253216,0.296137339055794,0.1759656652360515,0.06437768240343347,15.412017167381974,29.23201232587988,-77,-21,-6,15,36,54.60000000000002,81,42,0.4248927038626609,0.17167381974248927,0.27896995708154504,0.12446351931330472,0.3090128755364807,0.12017167381974249,160.76255707762556,127.20765463971084,262.5,337.4,428,0.32504,0.3453695338983051,0.36397058823529416,5.8459999999999805,0.0051872227151730085,0.06666666666666667,0.05333333333333334,0.25333333333333335,0.0834072759538598,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,33,NA,28.8,2020,1
457705,2020,"McCutchen, Andrew",877,877,258,456,421,0.40935005701254273,0.8133704735376045,0.18662952646239556,0.5906499429874572,0.5855263157894737,0.21852731591448932,0.8689138576779026,0.6521739130434783,0.13108614232209737,0.34782608695652173,0.4144736842105263,0.7814726840855107,0.21436716077537057,0.37280701754385964,0.7363420427553444,-0.36699899987498436,0.21673994463442436,84.79457364341086,13.449602196119226,35.5,67.97,75.45,85.6,96.07499999999999,101.5,103.75999999999999,109.9,20.624999999999986,0.24031007751937986,0.4806201550387597,0.27906976744186046,0.1434108527131783,0.027131782945736434,20.95736434108527,32.45652770540376,-59,-27,0,21,47,63.30000000000001,82,47,0.3333333333333333,0.18604651162790697,0.25193798449612403,0.22868217054263565,0.29069767441860467,0.1434108527131783,166.3798449612403,122.77100215289303,248.75,341.20000000000005,422,0.3543758389261745,0.3566116179245283,0.34298642533936635,0.4739999999999945,5.404789053591728e-4,0.0718954248366013,0.08496732026143791,0.3006535947712418,0.09464082098061574,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,34,NA,27.5,2021,1
457705,2021,"McCutchen, Andrew",2235,2235,654,1141,1091,0.4178970917225951,0.76124197002141325,0.23875802997858672,0.5803131991051454,0.6345311130587205,0.1924839596700275,0.8273480662983426,0.5333333333333333,0.17265193370165746,0.4666666666666667,0.3654688869412796,0.8065994500458296,0.18523489932885906,0.31989482909728306,0.7571035747021082,-0.44204715338869294,0.29401473296500924,83.22874617737003,14.988166826758578,16.2,64.2,74,83.6,95.4,101.2,104.20500000000001,110.8,21.400000000000006,0.27675840978593275,0.4648318042813456,0.25840978593272174,0.13914373088685014,0.0382262996941896,13.755725190839694,34.57210954593999,-84,-35,-11.5,16,38,59,88,49.5,0.42290076335877863,0.17251908396946564,0.22442748091603054,0.1801526717557252,0.28091603053435116,0.12213740458015267,149.59694656488549,127.83005247132344,243,337.20000000000005,445,0.31932026143790854,0.33564489740901043,0.3407142857142857,6.800000000000003,0.0030425055928411647,0.08959537572254335,0.07514450867052024,0.21965317919075145,0.0953020134228188,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,35,-7,28.7,2022,1
457705,2022,"McCutchen, Andrew",2056,2056,633,1003,1010,0.44503891050583655,0.7715846994535519,0.2284153005464481,0.5544747081712063,0.6839481555333998,0.20594059405940593,0.8396501457725948,0.5480769230769231,0.16034985422740525,0.4519230769230769,0.3160518444666002,0.7940594059405941,0.1605058365758755,0.2761714855433699,0.7425742574257426,-0.4780075614739939,0.29157322269567165,83.33870458135861,14.738347775604925,19.2,64.24000000000001,73.8,83.8,95.4,101.98,104.34,110.6,21.60000000000001,0.27488151658767773,0.47235387045813587,0.2527646129541864,0.1627172195892575,0.04107424960505529,16.197160883280755,33.151105883674056,-81,-30.69999999999999,-7,18,41.75,59,88,48.75,0.39589905362776023,0.1750788643533123,0.24921135646687698,0.17981072555205047,0.2886435331230284,0.11987381703470032,151.56556082148498,123.44044539332216,252,323.80000000000007,444,0.3212253086419753,0.3296865370321851,0.33297665369649804,8.166999999999959,0.003972276264591419,0.09146341463414634,0.054878048780487805,0.22865853658536586,0.09970817120622569,NA,NA,NA,NA,NA,NA,NA,NA,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,36,NA,28.9,2023,1
457705,2023,"McCutchen, Andrew",1682,1682,457,837,836,0.4173602853745541,0.7378917378917379,0.2621082621082621,0.5778834720570749,0.6535244922341696,0.1854066985645933,0.7989031078610603,0.5225806451612903,0.20109689213893966,0.4774193548387097,0.34647550776583036,0.8145933014354066,0.1724137931034483,0.2998805256869773,0.7643540669856459,-0.46811779366957634,0.27632246269977,83.64398249452954,14.573093594428524,35.1,63.96,74.8,83.8,95.4,102.2,104.62,109.8,20.60000000000001,0.25601750547045954,0.474835886214442,0.26914660831509846,0.15536105032822758,0.04814004376367615,16.00655021834061,33.2791055004315,-82,-29.299999999999997,-6,18,41.75,59,87,47.75,0.39737991266375544,0.1965065502183406,0.22270742358078602,0.18340611353711792,0.29475982532751094,0.13537117903930132,154.13100436681222,122.98725396713414,247.75,325.3,442,0.32567123287671235,0.3431703232314966,0.32166246851385394,-2.681999999999995,-0.0015945303210463705,0.08016877637130802,0.08016877637130802,0.22784810126582278,0.08620689655172414,70.39794238683128,6.907520446870913,74.1,75.98,7.395061728395062,0.824956983787324,8,8.4,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,37,NA,28.4,2024,1
457705,2024,"McCutchen, Andrew",2044,2044,574,1049,993,0.4207436399217221,0.7430232558139535,0.2569767441860465,0.5782778864970646,0.6568160152526216,0.17220543806646527,0.8040638606676342,0.49707602339181284,0.19593613933236576,0.5029239766081871,0.34318398474737843,0.8277945619335347,0.19373776908023482,0.3088655862726406,0.7462235649546828,-0.4846105771861563,0.3069878372758214,82.58728222996515,14.814679359945943,21.7,65.38999999999999,73.2,82.4,93.5,101.9,104.635,109.8,20.299999999999997,0.3118466898954704,0.4634146341463415,0.22473867595818817,0.14634146341463414,0.04529616724738676,16.510452961672474,33.532444690402265,-89,-30.699999999999996,-6,19,39,60,87,45,0.40069686411149824,0.16550522648083624,0.259581881533101,0.17421602787456447,0.289198606271777,0.11846689895470383,155.5951134380454,125.2098941715766,245,330,448,0.31264912280701757,0.32106119516431514,0.33602040816326534,6.731999999999978,0.0032935420743639815,0.11627906976744186,0.05647840531561462,0.19933554817275748,0.09246575342465753,70.75356679636835,7.804459072689519,74.75,76.6,7.576523994811932,0.7965551515673205,8.2,8.6,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,38,NA,26.8,2025,1
457705,2025,"McCutchen, Andrew",1990,1990,593,983,972,0.4467336683417085,0.7446569178852643,0.25534308211473566,0.5452261306532663,0.6917599186164801,0.20473251028806586,0.8161764705882353,0.49748743718592964,0.18382352941176472,0.5025125628140703,0.3082400813835198,0.7952674897119342,0.1542713567839196,0.2736520854526958,0.7561728395061729,-0.4870274083284143,0.31868903340230564,83.54367622259696,14.650868135992292,19.6,65.96000000000001,73.6,83.1,95.9,102.28000000000002,104.1,110.2,22.30000000000001,0.2951096121416526,0.433389544688027,0.2715008431703204,0.163575042158516,0.03541315345699832,15.92436974789916,32.127313988341434,-62,-29,-5,16,40,59,85,45,0.4050420168067227,0.1915966386554622,0.23865546218487396,0.16470588235294117,0.2991596638655462,0.11428571428571428,151.85135135135135,120.21538002877791,235,325,417,0.34113804713804713,0.33639578433492334,0.3145621181262729,-5.811999999999996,-0.002920603015075375,0.08306709265175719,0.07348242811501597,0.2747603833865815,0.08944723618090453,69.24523506988564,7.663529308682002,73.2,75.34,7.6463786531130875,0.7596178722951042,8.2,8.6,Andrew McCutchen,1986-10-10,"5' 10""",190,39,R,R,LF,70,39,NA,27.1,NA,NA
457706,2015,"Jackson, Austin",2021,2021,345,1036,946,0.4477981197427016,0.7878453038674034,0.2121546961325967,0.5482434438396834,0.6167953667953668,0.2547568710359408,0.8575899843505478,0.6016597510373444,0.14241001564945227,0.3983402489626556,0.3783783783783784,0.7420718816067653,0.198416625432954,0.3156370656370656,0.6680761099365751,-0.36203849575942604,0.2559302333132034,87.3863768115942,13.560946189099301,36.9,71.28,80.5,89.6,97.8,101.7,104.12,109.1,17.299999999999997,0.14782608695652175,0.48985507246376814,0.36231884057971014,0.1855072463768116,0.02608695652173913,8.371014492753623,23.066291608336968,-60,-21,-7,8,24,38.60000000000002,69,31,0.5362318840579711,0.22028985507246376,0.2028985507246377,0.04057971014492753,0.3565217391304348,0.17391304347826086,155.24233128834356,126.88994451071757,272.75,326.5,431,0.35371034482758623,0.29773250351288055,0.31225296442687756,-5.078000000000026,-0.002512617516081161,0.0410958904109589,0.023972602739726026,0.339041095890411,0.08609599208312717,NA,NA,NA,NA,NA,NA,NA,NA,Austin Jackson,1987-02-01,"6' 1""",198,39,R,R,CF,73,28,NA,28.2,2016,1
