batter,season,full_name,birth_date,height,weight,current_age,bat_side,throw_hand,primary_position,height_inches,age
607739,2020,Dominique Taylor,1992-08-11,"6' 1""",200,33,R,R,LF,73,28
607739,2021,Dominique Taylor,1992-08-11,"6' 1""",200,33,R,R,LF,73,29
607739,2022,Dominique Taylor,1992-08-11,"6' 1""",200,33,R,R,LF,73,30
607739,2023,Dominique Taylor,1992-08-11,"6' 1""",200,33,R,R,LF,73,31
607739,2024,Dominique Taylor,1992-08-11,"6' 1""",200,33,R,R,LF,73,32
607739,2025,Dominique Taylor,1992-08-11,"6' 1""",200,33,R,R,LF,73,33
605508,2015,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,23
605508,2016,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,24
605508,2017,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,25
605508,2018,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,26
605508,2019,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,27
605508,2020,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,28
605508,2021,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,29
605508,2022,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,30
605508,2023,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,31
605508,2024,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,32
605508,2025,Charlie Tilson,1992-12-02,"6' 1""",190,33,L,L,LF,73,33
643565,2015,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,25
643565,2016,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,26
643565,2017,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,27
643565,2018,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,28
643565,2019,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,29
643565,2020,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,30
643565,2021,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,31
643565,2022,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,32
643565,2023,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,33
643565,2024,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,34
643565,2025,Mike Tauchman,1990-12-03,"6' 1""",215,35,L,L,RF,73,35
595130,2015,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,23
595130,2016,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,24
595130,2017,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,25
595130,2018,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,26
595130,2019,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,27
595130,2020,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,28
595130,2021,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,29
595130,2022,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,30
595130,2023,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,31
595130,2024,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,32
595130,2025,Michael Benjamin,1992-03-18,"6' 0""",190,34,R,R,2B,72,33
434538,2015,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,32
434538,2016,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,33
434538,2017,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,34
434538,2018,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,35
434538,2019,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,36
434538,2020,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,37
434538,2021,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,38
434538,2022,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,39
434538,2023,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,40
434538,2024,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,41
434538,2025,Francisco Liriano,1983-10-26,"6' 3""",220,42,L,L,P,75,42
641857,2015,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,21
641857,2016,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,22
641857,2017,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,23
641857,2018,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,24
641857,2019,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,25
641857,2020,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,26
641857,2021,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,27
641857,2022,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,28
641857,2023,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,29
641857,2024,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,30
641857,2025,Ryan McMahon,1994-12-14,"6' 2""",211,31,L,R,3B,74,31
623194,2015,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,21
623194,2016,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,22
623194,2017,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,23
623194,2018,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,24
623194,2019,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,25
623194,2020,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,26
623194,2021,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,27
623194,2022,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,28
623194,2023,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,29
623194,2024,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,30
623194,2025,Correlle Prime,1994-02-18,"6' 5""",222,32,R,R,1B,77,31
502140,2015,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,27
502140,2016,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,28
502140,2017,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,29
502140,2018,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,30
502140,2019,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,31
502140,2020,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,32
502140,2021,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,33
502140,2022,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,34
502140,2023,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,35
502140,2024,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,36
502140,2025,Jeremy Barfield,1988-07-12,"6' 5""",245,37,R,L,RF,77,37
621311,2015,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,21
621311,2016,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,22
621311,2017,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,23
621311,2018,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,24
621311,2019,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,25
621311,2020,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,26
621311,2021,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,27
621311,2022,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,28
621311,2023,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,29
621311,2024,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,30
621311,2025,David Dahl,1994-04-01,"6' 1""",197,32,L,R,LF,73,31
621562,2015,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,25
621562,2016,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,26
621562,2017,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,27
621562,2018,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,28
621562,2019,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,29
621562,2020,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,30
621562,2021,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,31
621562,2022,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,32
621562,2023,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,33
621562,2024,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,34
621562,2025,Thomas Coyle,1990-10-24,"5' 7""",170,35,L,R,2B,67,35
607468,2015,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,23
607468,2016,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,24
607468,2017,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,25
607468,2018,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,26
607468,2019,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,27
607468,2020,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,28
607468,2021,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,29
607468,2022,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,30
607468,2023,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,31
607468,2024,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,32
607468,2025,Alex Blandino,1992-11-06,"6' 0""",190,33,R,R,P,72,33
548324,2015,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,27
548324,2016,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,28
548324,2017,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,29
548324,2018,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,30
548324,2019,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,31
548324,2020,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,32
548324,2021,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,33
548324,2022,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,34
548324,2023,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,35
548324,2024,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,36
548324,2025,Caleb Ramsey,1988-10-07,"6' 2""",215,37,L,R,RF,74,37
543004,2015,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,25
543004,2016,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,26
543004,2017,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,27
543004,2018,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,28
543004,2019,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,29
543004,2020,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,30
543004,2021,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,31
543004,2022,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,32
543004,2023,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,33
543004,2024,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,34
543004,2025,Kes Carter,1990-03-03,"6' 2""",205,36,L,L,CF,74,35
502570,2015,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,27
502570,2016,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,28
502570,2017,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,29
502570,2018,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,30
502570,2019,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,31
502570,2020,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,32
502570,2021,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,33
502570,2022,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,34
502570,2023,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,35
502570,2024,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,36
502570,2025,Rocky Gale,1988-02-22,"6' 1""",185,38,R,R,C,73,37
593997,2015,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,24
593997,2016,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,25
593997,2017,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,26
593997,2018,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,27
593997,2019,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,28
593997,2020,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,29
593997,2021,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,30
593997,2022,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,31
593997,2023,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,32
593997,2024,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,33
593997,2025,Cesar Galvez,1991-07-24,"5' 9""",160,34,S,R,2B,69,34
623316,2015,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,25
623316,2016,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,26
623316,2017,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,27
623316,2018,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,28
623316,2019,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,29
623316,2020,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,30
623316,2021,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,31
623316,2022,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,32
623316,2023,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,33
623316,2024,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,34
623316,2025,Breland Almadova,1990-10-18,"6' 1""",195,35,R,R,CF,73,35
607472,2015,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,23
607472,2016,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,24
607472,2017,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,25
607472,2018,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,26
607472,2019,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,27
607472,2020,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,28
607472,2021,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,29
607472,2022,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,30
607472,2023,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,31
607472,2024,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,32
607472,2025,Garrett Boulware,1992-09-09,"6' 2""",200,33,R,R,C,74,33
572073,2015,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,24
572073,2016,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,25
572073,2017,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,26
572073,2018,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,27
572073,2019,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,28
572073,2020,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,29
572073,2021,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,30
572073,2022,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,31
572073,2023,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,32
572073,2024,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,33
572073,2025,Joey Rickard,1991-05-21,"6' 0""",192,34,R,L,RF,72,34
600474,2015,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,22
600474,2016,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,23
600474,2017,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,24
600474,2018,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,25
600474,2019,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,26
600474,2020,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,27
600474,2021,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,28
600474,2022,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,29
600474,2023,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,30
600474,2024,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,31
600474,2025,Pedro Severino,1993-07-20,"6' 1""",235,32,R,R,C,73,32
519005,2015,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,26
519005,2016,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,27
519005,2017,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,28
519005,2018,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,29
519005,2019,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,30
519005,2020,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,31
519005,2021,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,32
519005,2022,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,33
519005,2023,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,34
519005,2024,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,35
519005,2025,Mike McDade,1989-05-08,"6' 1""",250,36,S,R,1B,73,36
571975,2015,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,27
571975,2016,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,28
571975,2017,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,29
571975,2018,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,30
571975,2019,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,31
571975,2020,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,32
571975,2021,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,33
571975,2022,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,34
571975,2023,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,35
571975,2024,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,36
571975,2025,Jack Murphy,1988-04-06,"6' 4""",235,38,S,R,C,76,37
595956,2015,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,23
595956,2016,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,24
595956,2017,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,25
595956,2018,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,26
595956,2019,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,27
595956,2020,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,28
595956,2021,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,29
595956,2022,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,30
595956,2023,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,31
595956,2024,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,32
595956,2025,Cam Gallagher,1992-12-06,"6' 3""",230,33,R,R,C,75,33
571467,2015,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,25
571467,2016,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,26
571467,2017,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,27
571467,2018,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,28
571467,2019,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,29
571467,2020,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,30
571467,2021,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,31
571467,2022,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,32
571467,2023,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,33
571467,2024,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,34
571467,2025,Steven Baron,1990-12-07,"6' 0""",205,35,R,R,C,72,35
467785,2015,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,32
467785,2016,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,33
467785,2017,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,34
467785,2018,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,35
467785,2019,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,36
467785,2020,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,37
467785,2021,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,38
467785,2022,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,39
467785,2023,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,40
467785,2024,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,41
467785,2025,Radhames Liz,1983-10-06,"6' 2""",200,42,R,R,P,74,42
656679,2015,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,20
656679,2016,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,21
656679,2017,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,22
656679,2018,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,23
656679,2019,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,24
656679,2020,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,25
656679,2021,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,26
656679,2022,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,27
656679,2023,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,28
656679,2024,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,29
656679,2025,Shane Mardirosian,1995-10-13,"5' 10""",175,30,L,R,2B,70,30
591741,2015,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,23
591741,2016,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,24
591741,2017,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,25
591741,2018,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,26
591741,2019,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,27
591741,2020,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,28
591741,2021,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,29
591741,2022,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,30
591741,2023,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,31
591741,2024,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,32
591741,2025,José Osuna,1992-12-12,"6' 2""",235,33,R,R,1B,74,33
592750,2015,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,23
592750,2016,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,24
592750,2017,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,25
592750,2018,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,26
592750,2019,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,27
592750,2020,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,28
592750,2021,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,29
592750,2022,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,30
592750,2023,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,31
592750,2024,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,32
592750,2025,Jake Skole,1992-01-17,"6' 1""",195,34,L,R,CF,73,33
643396,2015,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,20
643396,2016,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,21
643396,2017,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,22
643396,2018,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,23
643396,2019,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,24
643396,2020,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,25
643396,2021,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,26
643396,2022,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,27
643396,2023,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,28
643396,2024,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,29
643396,2025,Isiah Kiner-Falefa,1995-03-23,"5' 10""",195,31,R,R,2B,70,30
641829,2015,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,20
641829,2016,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,21
641829,2017,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,22
641829,2018,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,23
641829,2019,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,24
641829,2020,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,25
641829,2021,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,26
641829,2022,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,27
641829,2023,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,28
641829,2024,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,29
641829,2025,Jason Martin,1995-09-05,"5' 8""",185,30,L,R,CF,68,30
452096,2015,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,30
452096,2016,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,31
452096,2017,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,32
452096,2018,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,33
452096,2019,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,34
452096,2020,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,35
452096,2021,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,36
452096,2022,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,37
452096,2023,Darren Ford,1985-10-01,"5' 9""",190,40,R,R,CF,69,38
